"features_geometry_coordinates_0","features_geometry_coordinates_1","features_geometry_type","features_properties_city","features_properties_date","features_properties_description","features_properties_source","features_properties_source_href_0","features_properties_source_href_1","features_properties_source_href_2","features_properties_source_href_3","features_properties_state","features_properties_title","features_type"
"7.75044021492","52.0293675497","Point","Vadrup","09.11.2015","Am frühen Montagmorgen brannte es an der ehemaligen Schule in Vadrup. Die Polizei geht von Brandstiftung aus. „Dieser leerstehende Gebäudeteil ist für die Unterbringung von Flüchtlingen vorgesehen“, sagte Oberstaatsanwalt Heribert Beck.","Westfälische Nachrichten","http://www.wn.de/Muensterland/Kreis-Warendorf/Telgte/2171701-Staatsschutz-ermittelt-Feuer-an-geplanter-Fluechtlingsunterkunft","","","","Nordrhein-Westfalen","Brandanschlag","Feature"
"13.5786532126","52.4560898489","Point","Berlin-Köpenick","09.11.2015","Ein Unbekannter hat gegen 22.30 Uhr mit einer Luftdruckwaffe auf ein Fenster der Asylunterkunft in der Salvador-Allende-Straße geschossen. Die Kugeln prallten an der Scheibe ab. Verletzt wurde bei dem Vorfall niemand. Zwei Geschosse konnten von Polizisten sichergestellt werden. Die Kriminalpolizei ermittelt.","Polizei Berlin","http://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.398324.php","","","","Berlin","Sonstige Angriffe auf Unterkünfte","Feature"
"12.5791715357","51.3316220676","Point","Brandis-Beucha","08.11.2015","Unbekannte haben versucht, eine geplante Asylunterkunft in Brandis-Beucha anzuzünden. Der oder die Täter zerstörten ein Fenster und warfen einen Molotov-Cocktail in das gebäude. ""Das Feuer ist aber nicht ausgebrochen. In einem Raum kam es nur zu einem Schwelbrand, der von selbst wieder erloschen ist“, erklärte eine Sprecherin des Operativen Abwehrzentrums. ","Leipziger Volkszeitung","http://m.lvz.de/Region/Wurzen/Anschlag-auf-geplantes-Asylheim-in-Beucha","","","","Sachsen","Brandanschlag","Feature"
"12.228348854","50.0808817036","Point","Schirnding","08.11.2015","Ein PEGIDA-Ableger hatte für Sonntag angekündigt, mit einer Menschenkette die Grenze zu Tschechien symbolisch zu schließen. An der Veranstaltung beteiligten sich laut Polizei jedoch lediglich 290 Personen, darunter PEGIDA-Gründer Lutz Bachmann. Eine ähnliche Kundgebung hatte es Anfang Oktober im sächsischen Sebnitz gegeben. Dort hatten rund 2.500 Menschen eine ""lebende Grenze"" gebildet.","Bayerischer Rundfunk","http://www.br.de/nachrichten/oberfranken/inhalt/gegendemonstration-pegida-schirnding-100.html","","","","Bayern","Kundgebung/Demo","Feature"
"13.9885802419","53.5056744168","Point","Pasewalk","08.11.2015","Laut Polizei demonstrierten am Sonntagabend etwa 360 ""Asylgegner"". Hauptredner war der NPD-Landtagsabgeordnete Michael Andrejewski aus Anklam.","Nordkurier","http://www.nordkurier.de/pasewalk/360-menschen-bei-rechter-demo-in-pasewalk-0818605611.html#","","","","Mecklenburg-Vorpommern","Kundgebung/Demo","Feature"
"12.4655424242","50.8499530359","Point","Meerane","08.11.2015","Mehrere hundert Menschen demonstrierten am Sonntag in Meerane ""gegen die Asylpolitik der Bundesregierung"". Der einzige Redner auf dem Markt war der NPD-Kreisvorsitzende und Stadtrat Patrick Gentsch.","Freie Presse","http://www.freiepresse.de/LOKALES/ZWICKAU/GLAUCHAU/Meerane-Hunderte-solidarisieren-sich-mit-der-NPD-artikel9350851.php","","","","Sachsen","Kundgebung/Demo","Feature"
"12.4989698378","51.1232951685","Point","Borna","07.11.2015","Unbekannte haben ein Ortseingangsschild in Borna mit dem Schriftzug ""Bitte flüchten Sie weiter! Es gibt hie rnichts zu Wohnen! Refugees not Welcome!"" überklebt.","tweet von Kevin Lauert","https://twitter.com/kvnlrt/status/662971752285384705","","","","Sachsen","Sonstige Angriffe auf Unterkünfte","Feature"
"6.26872770444","50.9802590664","Point","Linnich","07.11.2015","Die Initiative ""Linnicher Bürger stehen auf gegen die Asylinvasion"" mobilisierte am Samstag etwa 150 Personen - vornehmlich aus dem rechten Spektrum - zu einer Kundgebung.","Radio Rur, Polizei Düren","http://www.radiorur.de/rur/rr/1329276/news/kreis_dueren","http://www.presseportal.de/blaulicht/pm/8/3169017","","","Nordrhein-Westfalen","Kundgebung/Demo","Feature"
"11.7575728284","51.7447519756","Point","Peißen","07.11.2015","Unbekannt haben am Samstagabend einen Brandanschlag auf das alte Autobahnamt in Peißen verübt. Der oder die Täter hebelten Fenster auf und warfen drei Molotov-Cocktails in das Gebäude, welches als künftige Unterkunft für Asylsuchende im Gespräch war. Zu einem Brand kam es nicht. Es seien Rußschwaden an den Wänden entstanden. Der Staatschutz ermittelt. ","Mitteldeutsche Zeitung","http://www.mz-web.de/halle-saalekreis/staatschutz-ermittelt-nach-anschlag-in-peissen-molotowcocktails-auf-geplante-fluechtlingsunterkunft-geworfen,20640778,32361532.html","","","","Sachsen-Anhalt","Brandanschlag","Feature"
"12.763827964","49.1525661003","Point","Oberndorf","07.11.2015","Unbekannte haben am Samstag gegen 1.35 Uhr eine Fensterscheibe auf der Westseite der Oberndorfer Turnhalle, die momentan als Unterkunft für Asylsuchende genutzt wird, mit einem Stein beworfen. Dieser konnte die Scheibe nicht komplett durchdringen und prallte am Fenster ab. Es entstand ein Sachschaden von etwa 300 Euro, so die Beamten. Verletzt wurde niemand. Ein Wachmann wurde bei seinem Rundgang auf das Geschehen aufmerksam und sah noch zwei Personen von der Turnhalle weglaufen.","Augsburger Allgemeine","http://www.augsburger-allgemeine.de/donauwoerth/Asylbewerberheim-wird-mit-einem-Stein-beworfen-id36016402.html","","","","Bayern","Sonstige Angriffe auf Unterkünfte","Feature"
"13.3888411228","52.5162459917","Point","Berlin","07.11.2015","Die AfD hat in Berlin-Mitte unter dem Motto ""Asyl braucht Grenzen"" demonstriert. Etwa 5000 Menschen beteiligten sich an der Demonstration, darunter auch Vertreter der rechten Hooligan-Szene, die am Rande der Kundgebung die Gegenveranstaltungen beobachteten. Während der Demonstration kam es zu mehreren Übergriffen auf Gegendemonstranten.","rbb, eigene Recherche","https://www.rbb-online.de/politik/beitrag/2015/11/AfD-Demo-Berlin-Gegendemonstration.html","","","","Berlin","Kundgebung/Demo","Feature"
"12.6426614445","51.9165097365","Point","Wittenberg","07.11.2015","Die NPD und freie Kameradschaften mobilisierten am Samstag etwa 170 Anhänger zu einer Demonstration unter dem Motto ""Unsere Stadt - Unsere Heimat - Asylflut stoppen!"".","MDR, Mitteldeutsche Zeitung, Angaben des Veranstalters auf Facebook","http://www.mdr.de/sachsen-anhalt/hunderte-menschen-gehen-in-naumburg-und-wittenberg-auf-die-strassen100_zc-a2551f81_zs-ae30b3e4.html","http://www.mz-web.de/wittenberg-graefenhainichen/demonstrationen-in-wittenberg--500-teilnehmer-setzen-ein-zeichen-fuer-toleranz-,20641128,32369248.html","","","Sachsen-Anhalt","Kundgebung/Demo","Feature"
"12.1340553357","50.4954383222","Point","Plauen","07.11.2015","Die Partei ""Der III. Weg"" mobilisierte etwa 100 Anhänger zu einer Demonstration gegen Asylsuchende.","Spitzenstadt.de","http://www.spitzenstadt.de/plauen/1-plauen-nachrichten-aktuell/rechte-e2809eerlaufene2809c-in-plauen-4000-euro-fe3bcr-asylbewerberheim-.html","","","","Sachsen","Kundgebung/Demo","Feature"
"7.28897273559","51.278928545","Point","Schwelm","07.11.2015","Unter dem Motto ""Einmal Deutschland und zurück. Asylmissbrauch und Islamisierung stoppen!"" versammelt die NPD am Samstag neun Anhänger an einem angemeldeten Info-Stand mit Kundgebung in der Fußgängerzone.","Kreispolizeibehörde Ennepe-Ruhr-Kreis","http://www.presseportal.de/blaulicht/pm/12726/3168637","","","","Nordrhein-Westfalen","Kundgebung/Demo","Feature"
"7.33491620521","51.4374308004","Point","Witten","07.11.2015","Unter dem Motto ""Einmal Deutschland und zurück. Asylmissbrauch und Islamisierung stoppen!"" hat der Landesverband der NPD in Nordrhein-Westfalen am Wochenende in mehreren Städten gegen Asylsuchende gehetzt. Gegen die Kundgebung in Witten demonstrierten etwa 300 Menschen.","WAZ","http://waz.m.derwesten.de/dw/staedte/witten/300-wittener-uebertoenen-rechte-parolen-id11263840.html?service=mobile","","","","Nordrhein-Westfalen","Kundgebung/Demo","Feature"
"12.5000411584","51.1237291056","Point","Borna","07.11.2015","Unbekannte haben ein Ortseingangsschild in Borna mit dem Schriftzug ""Bitte flüchten Sie weiter! Es gibt hie rnichts zu Wohnen! Refugees not Welcome!"" überklebt.","tweet von Kevin Lauert","https://twitter.com/kvnlrt/status/662971752285384705","","","","Sachsen","Sonstige Angriffe auf Unterkünfte","Feature"
"6.26902380891","50.9792741603","Point","Linnich","07.11.2015","Die Initiative ""Linnicher Bürger stehen auf gegen die Asylinvasion"" mobilisierte am Samstag etwa 150 Personen - vornehmlich aus dem rechten Spektrum - zu einer Kundgebung.","Radio Rur, Polizei Düren","http://www.radiorur.de/rur/rr/1329276/news/kreis_dueren","http://www.presseportal.de/blaulicht/pm/8/3169017","","","Nordrhein-Westfalen","Kundgebung/Demo","Feature"
"11.7583529907","51.7435910306","Point","Peißen","07.11.2015","Unbekannt haben am Samstagabend einen Brandanschlag auf das alte Autobahnamt in Peißen verübt. Der oder die Täter hebelten Fenster auf und warfen drei Molotov-Cocktails in das Gebäude, welches als künftige Unterkunft für Asylsuchende im Gespräch war. Zu einem Brand kam es nicht. Es seien Rußschwaden an den Wänden entstanden. Der Staatschutz ermittelt. ","Mitteldeutsche Zeitung","http://www.mz-web.de/halle-saalekreis/staatschutz-ermittelt-nach-anschlag-in-peissen-molotowcocktails-auf-geplante-fluechtlingsunterkunft-geworfen,20640778,32361532.html","","","","Sachsen-Anhalt","Brandanschlag","Feature"
"13.3437466396","50.9162833509","Point","Freiberg","06.11.2015","Die NPD demonstrierte am Freitagabend mit mehreren hundert Anhängern gegen Asylsuchende. Aus der Demonstration heraus waren ""Hier marschiert der nationale Widerstand""-Rufe zu vernehmen.","Freie Presse (I), Freie Presse (II)","http://www.freiepresse.de/LOKALES/MITTELSACHSEN/FREIBERG/Freiberg-Rund-700-Personen-bei-Demos-artikel9349700.php","http://www.freiepresse.de/LOKALES/MITTELSACHSEN/FREIBERG/Ticker-NPD-Demo-und-Gegendemo-in-Freiberg-artikel9349252.php","","","Sachsen","Kundgebung/Demo","Feature"
"12.2214020221","51.3961736776","Point","Schkeuditz","06.11.2015","Unbekannte verübten am Freitag einen Brandanschlag auf ein Haus, das zur Unterbringung von Asylsuchenden genutzt werden sollte.","Leipziger Volkszeitung","http://www.lvz.de/Mitteldeutschland/Polizeiticker-Mitteldeutschland/Feuer-in-geplanter-Asylunterkunft-Polizei-geht-von-Brandstiftung-aus","","","","Sachsen","Brandanschlag","Feature"
"13.237585967","53.9020311471","Point","Kruckow","06.11.2015","Unbekannte Täter warfen am frühen Freitagmorgen Flaschen auf ein Wohnhaus, in dem asylsuchende Familien aus Syrien leben. Ein Fenster ging bei dem Übergriff zu Bruch, Verletzte gab es jedoch nicht.","Nordkurier","http://www.nordkurier.de/anklam/flaschenwuerfe-auf-fluechtlingsunterkunft-0718586111.html","","","","Mecklenburg-Vorpommern","Sonstige Angriffe auf Unterkünfte","Feature"
"13.6505769707","51.0176265366","Point","Freital","05.11.2015","Erneut legten Unbekannte Feuer in einem ehemaligen Baumarkt, der als Unterkunft für Asylsuchende im Gespräch ist. Die Feuerwehr konnte den Brand schnell löschen. Es entstand nur geringer Schaden.","Dresden Fernsehen","http://www.dresden-fernsehen.de/Aktuelles/Artikel/1401883/Brandanschlaege-auf-ehemaligen-Supermarkt-in-Freital/","","","","Sachsen","Brandanschlag","Feature"
"13.6822864757","54.3740977045","Point","Sellin","04.11.2015","Unbekannte haben eine übelriechende Flüssigkeit - mutmaßlich Buttersäure - durch ein Fenster des als Gemeinschaftsunterkunft für Asylsuchende geplanten Gebäudes in den Speisesaal geleitet.","Ostsee-Zeitung","http://www.ostsee-zeitung.de/Vorpommern/Ruegen/Politik/Geplantes-Asylheim-mit-stinkender-Fluessigkeit-beschmutzt","","","","Mecklenburg-Vorpommern","Sonstige Angriffe auf Unterkünfte","Feature"
"13.8672206725","53.3158453205","Point","Prenzlau","03.11.2015","Nach bisherigen Erkenntnissen stießen zwei bis drei Unbekannte am Dienstag einen 28-Jährigen Asylsuchenden von seinem Fahrrad und schlugen auf ihn ein, wie die Polizei am Mittwoch mitteilte. Der Mann erlitt Verletzungen im Gesicht. Er wurde ambulant behandelt. Die Polizei ermittelt wegen gefährlicher Körperverletzung.","Welt online","http://www.welt.de/politik/deutschland/article148433660/Toter-auf-Sylt-Hamburger-Polizei-laesst-Hunde-los.html","","","","Brandenburg","Tätlicher Übergriff/Körperverletzung","Feature"
"12.4046092929","48.2054556099","Point","Waldkraiburg","03.11.2015","Ein 20-jähriger Asylsuchender aus Nigeria wurde am Dienstagabend nach dem Einkaufen bedroht. Demnach stiegen zwei Männer und eine Frau aus einem Auto aus, gingen auf den Mann zu und begannen in aggressiver Weise in englischer Sprache auf ihn einzureden und ihn zu schubsen. Nachdem einer der Täter mit einer Eisenstange auf den jungen Mann losging, ließ dieser seine Einkaufstüten stehen und flüchtete.","InnSalzach24","http://www.innsalzach24.de/innsalzach/region-waldkraiburg/waldkraiburg-ort46534/waldkraiburg-angriff-eisenstange-nigerianer-siebenbuergener-strasse-5765888.html","","","","Bayern","Tätlicher Übergriff/Körperverletzung","Feature"
"13.8426868503","51.0161484726","Point","Dresden-Laubegast","03.11.2015","In Dresden-Laubegast haben Anwohner und Neonazis erneut gegen eine geplante Asylunterkunft im ehemaligen Hotel ""Prinz Eugen"" protestiert. ","@streetcoverage, eigene Recherche","https://twitter.com/streetcoverage/status/661528968038748160","","","","Sachsen","Kundgebung/Demo","Feature"
"11.4793737899","47.865055791","Point","Geretsried","03.11.2015","In der Nacht zu Dienstag, ziehen zehn bis 15 Jugendliche zur Mittelschul-Turnhalle, in der zur Zeit 150 Geflüchtete vorübergehend untergebracht sind. An der Unterkunft klopfen sie gegen die Fensterscheiben der Erstaufnahmeinerichtung und schreien ""Ausländer raus!"". Der Vorsitzende des Sportvereins TUS Geretsried beobachtet den Vorfall und alarmiert die Polizei. Die Polizeidienststelle Geretsried verschweigt den Vorfall jedoch zunächst und führt ihn nicht in ihrem ansonsten ausführlichen Pressebericht auf. Das Geschehen wird daher erst zwei Wochen später durch Recherchen der ""Süddeutschen Zeitung"" (SZ) bekannt. Johann Brandhuber, stellvertretender Leiter der Polizeidienststelle Geretsried, rechtfertigt das Vorgehen gegenüber der SZ: ""Ich wollte keinen Nachahmer-Effekt"".","Süddeutsche Zeitung","http://www.sueddeutsche.de/muenchen/wolfratshausen/auslaender-raus-rufe-ingeretsried-polizei-verschweigt-vorfall-an-asyl-halle-1.2742131","","","","Bayern","Sonstige Angriffe auf Unterkünfte","Feature"
"10.1367829782","54.3221340792","Point","Kiel","02.11.2015","Am späten Montagabend kam es auf dem Bahnhofsvorplatz zu einem Angriff auf einen 35-jährigen Asylsuchenden aus dem Irak. Eine Gruppe von 6 Männern verfolgte den Mann und griff ihn mit Glasflaschen an. Das Opfer erlitt Gesichtverletzungen und musste ins Krankenhaus eingeliefert werden.","Stern","http://www.stern.de/politik/deutschland/fluechtlingskrise-im-ticker----merkel--in-transitzonen-keine-haft-fuer-fluechtlinge-geplant-6534550.html","","","","Schleswig-Holstein","Tätlicher Übergriff/Körperverletzung","Feature"
"8.1578713932","50.0406595979","Point","Walluf","02.11.2015","Unbekannte hebelten in der Nacht zu Montag ein Fenster eines Hauses auf und verschafften sich so Zugang zu dem Gebäude, das zu einer Unterkunft für Asylsuchende umgebaut wird. Dann setzten der oder die Täter das Gebäude unter Wasser.","hessenschau.de","http://hessenschau.de/panorama/fluechtlingshaus-in-walluf-beschaedigt,kurz-haus-wasser-walluf-100.html","","","","Hessen","Sonstige Angriffe auf Unterkünfte","Feature"
"14.3808312406","51.5711493767","Point","Spremberg","02.11.2015","In der leerstehenden Schule im Spremberger Ortsteil Trattendorf hatte es am Montagmorgen gebrannt. Nach Angaben der Feuerwehr brach das Feuer im Keller des Gebäudes aus. Das ehemalige Gymnasium wird momentan zu einer Unterkunft für etwa 180 Asylsuchende umgebaut und sollte Anfang des Jahres bezogen werden. Einen technischen Defekt konnten die Ermittler bishe rnicht als Brandursache ausfindig machen. Es deute einiges darauf hin, so Brandenburgs Innenminister Karl-Heinz Schröter, ""dass es sich um eine Brandstiftung handelt"". Er ergänzte: ""Und sollte es eine sein, so wäre es sehr verwunderlich, wenn kein rechtsextremistischer Hintergrund bestehen würde.""","rbb","https://www.rbb-online.de/politik/thema/fluechtlinge/brandenburg/2015/11/brand-in-geplantem-asylbewerberheim-in-spremberg.html","","","","Brandenburg","Brandanschlag","Feature"
"10.6923860652","50.609183186","Point","Suhl","02.11.2015","In einem Wohngebiet in Suhl wurde ein Syrer von seinem Nachbarn in der eigenen Wohnung angegriffen. Nachdem sich der Geflüchtete und seine Freundin wegen Ruhestörung beschwerten, klingelte der Täter an deren Tür und verschaffte sich kurz daraufhin lautstark Zutritt zu deren Wohnung. Nachdem der Syrer erklärte, dass er kaum Deutsch spreche, versuchte der Angreifer ihm mit dem Schlüsselbund im Gesicht zu verletzen. Dieser konnte den Angriff aber rechtzeitig abwehren. Die Freundin rief daraufhin die Polizei. Kurz darauf wurde das Paar vom Täter und seiner Freundin erneut angepöbelt. Die Polizei ermittelt nun wegen versuchter Körperverletzung und dem Verwenden von Kennzeichen verfassungswidriger Organisationen. ","ezra - Mobile Beratung für Opfer rechter, rassistischer und antisemitischer Gewalt","http://www.ezra.de/chronik/chronik-2015/","","","","Thüringen","Tätlicher Übergriff/Körperverletzung","Feature"
"12.4660116871","50.850822647","Point","Meerane","01.11.2015","Etwa 100 Personen, darunter stadtbekannte Neonazis und NPD-Anhänger, haben am Montagabend in Meerane randaliert. Der Mob versammelte sich, nachdem bekannt wurde, dass am Abend Asylsuchende am Bahnhof ankommen und von dort aus in Unterbringungen in ganz Sachsen verteilt werden sollten. Die Menge versuchte, die Busse mit Blockaden an der Abfahrt zu hindern. Aus der Gruppe heraus wurden Polizeibeamte mit Böllern beworfen und tätlich angegriffen. Eine Frau wurde verletzt.","MOPO24","https://mopo24.de/nachrichten/randale-bei-ankunft-von-fluechtlingszug-in-meerane-23468","","","","Sachsen","Sonstige Angriffe auf Unterkünfte","Feature"
"13.511199839","52.4290587601","Point","Berlin-Johannisthal","01.11.2015","In der Nacht zu Sonntag gab es mehrere Angriffe auf eine neu eingerichtete Asylunterkunft. Viermal musste der Sicherheitsdienst die Polizei rufen, weil Böller flogen und Unbekannte auf das Gelände vordrangen. Ein Böller explodierte an der Eingangstür. Menschen kamen dabei nicht zu Schaden.","uffmucken-schöneweide, eigene Recherche","https://uffmucken-schoeneweide.de/2015/11/02/angriff-gegen-gefluechteten/","","","","Berlin","Sonstige Angriffe auf Unterkünfte","Feature"
"7.46515634865","51.5141049462","Point","Dortmund","01.11.2015","Am Dortmunder Leibniz-Gymnasium an der Kreuzstraße haben in der Nacht zu Sonntag Müllcontainer gebrannt. In unmittelbarer Nähe der Schule sind derzeit Geflüchtete in einer Turnhalle untergebracht. Mittlerweile bestätigt die Polizei, Spuren eines Brandbeschleunigers gefunden zu haben. „Die Nähe zur Unterkunft legt natürlich den Schluss nahe, dass es einen rechten Hintergrund gibt. Darum haben wir auch die Soko Rechts eingeschaltet, die intensiv ermittelt“, sagte Polizei-Sprecher Gunnar Wortmann. „Doch wir ermitteln weiter in alle Richtungen.“","Ruhrbarone","http://www.ruhrbarone.de/feuer-am-gymnasium-anschlag-auf-fluechtlingsunterkunft/116444","","","","Nordrhein-Westfalen","Brandanschlag","Feature"
"13.1167886494","51.1157149376","Point","Döbeln","01.11.2015","Unbekannte haben Scheiben der Erstaufnahmeeinrichtung für Asylsuchende  an der Eichbergstraße beschädigt. ""Nach ersten Erkenntnissen könnten die Beschädigungen an der äußeren Verglasung mit einer Luftdruckwaffe verursacht worden sein"", teilt die Polizeidirektion Chemnitz mit.","Sächsische Zeitung","http://www.sz-online.de/sachsen/schuesse-auf-erstaufnahme-in-doebeln-3240683.html","","","","Sachsen","Sonstige Angriffe auf Unterkünfte","Feature"
"11.5824689873","50.9340204798","Point","Jena","01.11.2015","Drei Männer haben am Sonntagmorgen an einer Straßenbahnhaltestelle einen 27-jährigen Asylsuchenden zusammengeschlagen. Die Täter flüchteten unerkannt. Das Opfer erlitt leichte Verletzungen, die in der Notaufnahme behandelt wurden.","Sächsische Zeitung","http://www.sz-online.de/sachsen/ein-wochenende-der-gewalt-gegen-fluechtlinge-3239228.html","","","","Thüringen","Tätlicher Übergriff/Körperverletzung","Feature"
"9.96455485936","52.3141500832","Point","Sehnde","01.11.2015","Im niedersächsischen Sehnde hat in der Nacht zu Sonntag eine bewohnte Flüchtlingsunterkunft gebrannt. In dem Gebäude wohnt eine dreiköpfige Familie aus Montenegro. Im Nachbarhaus wohnt ebenfalls eine Familie aus Montenegro. Die Polizei geht von Brandstiftung aus und hat einen 43-jährigen Verdächtigen festgenommen.","Hannoversche Allgemeine","http://www.haz.de/Hannover/Aus-der-Region/Sehnde/Nachrichten/Feuer-in-Fluechtlingsunterkunft-in-Sehnde","","","","Niedersachsen","Brandanschlag","Feature"
"13.8441481917","51.015727503","Point","Dresden-Laubegast","01.11.2015","In Dresden-Laubegast haben Anwohner und Neonazis erneut gegen eine geplante Asylunterkunft im ehemaligen Hotel ""Prinz Eugen"" protestiert. ","eigene Recherche, ""Freie Kameradschaft Dresden"" auf Facebook","","","","","Sachsen","Sonstige Angriffe auf Unterkünfte","Feature"
"11.3408448644","50.7206330601","Point","Rudolstadt","01.11.2015","Die neonazistisch geprägte Initiative ""SÜGIDA"" bzw. ""Wir lieben Ostthüringen"" hat am Sonntagabend einen Fackelmarsch durchgeführt, der unter anderem an einer Asylunterkunft vorbeiführte. Das Motto der Demonstration lautete ""Gegen die Überfremdung unserer Heimat"". Während des Fackelmarsches waren einzelne Personen vermummt unterwegs, manche trugen Quarzhandschuhe. Insgesamt sollen sich laut Polizeiangaben bis zu 500 Rechte zu der Demonstration eingefunden haben, darunter zahlreiche militante Neonazis.","Thüringische Landeszeitung, Sören Kohlhuber - Fotograf","http://www.tlz.de/web/zgt/politik/detail/-/specific/450-Menschen-demonstrieren-gegen-rechten-Fackelmarsch-1737776725","https://www.flickr.com/photos/soerenkohlhuber/sets/72157660685694575","","","Thüringen","Kundgebung/Demo","Feature"
"13.1159595113","51.1173137406","Point","Döbeln","01.11.2015","In Döbeln hat eine aggressive Gruppe versucht, Busse zu blockieren, die neuangekommene Asylsuchende in die Stadt brachte. Das verhinderte die Polizei, die die Ankunft der Asyulsuchenden absichern musste. Zu den Protesten aufgerufen hatte unter anderem die Gruppe ""Döbeln wehrt sich - Meine Stimme gegen Überfremdung"", die seit Wochen auf Facebook gegen Asylsuchende hetzt.","Sächsische Zeitung, eigene Recherche","http://www.sz-online.de/sachsen/schuesse-auf-erstaufnahme-in-doebeln-3240683.html","","","","Sachsen","Sonstige Angriffe auf Unterkünfte","Feature"
"13.6494032284","51.017022247","Point","Freital","01.11.2015","Bei einem Anschlag auf eine Wohnung von Asylsuchenden ist ein Mensch leicht verletzt worden. Das Operative Abwehrzentrum der Polizei teilte mit, dass ein 26-JährigerSchnittwunden an der Stirn erlitten habe, als in der Nacht zum Sonntag vor seinem Schlafzimmerfenster eine Sprengladung explodierte. Bei dem Sprengsatz habe es sich um in Deutschland nicht zugelassene Pyrotechnik gehandelt. Drei Fenster bewohnter Zimmer seien zerstört worden. In der Erdgeschosswohnung des Mehrfamilienhauses sind acht Asylsuchende untergebracht. Die Täter entkamen unerkannt. Die Polizei geht von einem rechten Hintergrund aus und sucht Zeugen.","MDR","http://www.mdr.de/sachsen/dresden/anschlag-freital102.html","","","","Sachsen","Sonstige Angriffe auf Unterkünfte","Feature"
"11.6395967829","52.132261418","Point","Magdeburg","01.11.2015","Eine Gruppe von etwa 30 Personen hat am frühen Sonntagmorgen drei Asylsuchende angegriffen. Einige der Angreifer trugen Schlagstöcke und Baseballschläger bei sich. Als Zivilpolizisten den Angriff bemerkten und eingriffen, flohen die Angreifer. Nur ein 24-jähriger Tatverdächtiger konnte festgenommen werden. Die Opfer des Überfalls, zwei 26 und ein 35 Jahre alte Syrer, erlitten Prellungen und Verletzungen im Gesicht und wurden ambulant im Krankenhaus behandelt. Die Polizei ermittelt nun wegen gefährlicher Körperverletzung, schweren Landfriedensbruchs, Verstoßes gegen das Waffengesetz und Widerstands gegen Vollstreckungsbeamte.","Süddeutsche Zeitung","http://www.sueddeutsche.de/politik/magdeburg-maenner-ueberfallen-fluechtlinge-mit-baseballschlaegern-1.2717730","","","","Sachsen-Anhalt","Tätlicher Übergriff/Körperverletzung","Feature"
"13.6421342299","51.0948635454","Point","Dresden-Cossebaude","31.10.2015","In der Nacht zu Samstag kam es im leerstehenden Hotel ""Visa"" zu einem Brand. Das Gebäude war als mögliche Unterkunft für Asylsuchende im Gespräch. Die Polizei ermittelt wegen Brandstiftung.","Dresdner Neueste Nachrichten","http://www.dnn.de/Dresden/Polizeiticker/Polizeiticker-Dresden/Brand-in-Hotel-in-Cossebaude-Geruechte-um-Unterkunft-fuer-Fluechtlinge","","","","Sachsen","Brandanschlag","Feature"
"11.4656534939","53.8914341083","Point","Wismar","31.10.2015","Maskierte Schläger haben vor einer Unterkunft auf zwei Asylsuchende eingeprügelt. Laut Polizei standen die beiden Syrer am Samstagabend vor der Notunterkunft in einer Sporthalle, als sie gegen 21 Uhr plötzlich angegriffen wurden.  Mehrere vermummte und mit Baseballschlägern und anderen Waffen ausgerüstete Männer seien auf sie zugekommen und hätten sie massiv bedrängt und geschlagen. Beide Opfer mussten nach dem Angriff in einem Krankenhaus ambulant behandelt werden. Sie erlitten Schürfwunden und eines der Opfer einen Rippenbruch.","NDR","https://www.ndr.de/nachrichten/mecklenburg-vorpommern/Angreifer-pruegeln-Fluechtlinge-krankenhausreif,attacke114.html","","","","Mecklenburg-Vorpommern","Tätlicher Übergriff/Körperverletzung","Feature"
"13.8668505574","50.976353684","Point","Heidenau","31.10.2015","Unbekannte warfen Steine auf eine Erstaufnahmeeinrichtung und zerstören dadurch mehrere Fenster. Mit Feuerwerkskörpern beschädigen sie zudem den Sichtschutz des Zauns.","ZEIT online","https://docs.google.com/spreadsheets/d/1yxi3oV96kxag_3GiVnGvndgJ5zTI-lHsaAB-p7U-g3w/htmlview?sle=true#gid=1734573181&vpid=A2%20target=_blank","","","","Sachsen","Sonstige Angriffe auf Unterkünfte","Feature"
"13.6681200949","50.8929974092","Point","Dippoldiswalde","31.10.2015","Unbekannte haben Container in Brand gesteckt, die zur Unterbringung von Asylsuchenden geplant waren.","MDR","http://www.mdr.de/sachsen/brandstiftung-fluechtlingsunterkuenfte100_zc-f1f179a7_zs-9f2fcd56.html","","","","Sachsen","Brandanschlag","Feature"
"11.4144594941","53.6287347446","Point","Schwerin","31.10.2015","Laut Polizei folgten rund 290 Menschen am Samstagabend dem Demonstrationsaufruf der Initiative ""Deutschland wehrt sich"".","NDR, Polizeiinspektion Schwerin","http://www.ndr.de/nachrichten/mecklenburg-vorpommern/Angreifer-pruegeln-Fluechtlinge-krankenhausreif,attacke114.html","http://www.presseportal.de/blaulicht/pm/83338/3162151","","","Mecklenburg-Vorpommern","Kundgebung/Demo","Feature"
